Номера по спискам;Русский;English;中文;Deutsch;Español;Français;Italiano;Polski
Decorated Saber;Золочённая гарда, тонко украшенная сложным восточным орнаментом - настоящее произведение искусства.;The gilded guard of this saber is decorated with intricate eastern ornament, a true work of art.;护手盘镀金，还有精致繁复的东方装饰，真是一件艺术品。;Die vergoldete Parierstange dieses Säbels ist mit komplizierten östlichen Ornamenten verziert, ein wahres Kunstwerk.;;;;Złocenia głowni tej szabli dekorowana jest zawiłymi wschodnimi ornamentami, prawdziwy kawał sztuki.
Engraved Sword;Создан, чтобы пускать пыль в глаза. Эфес хоть и безвкусен, но довольно удобен.;Created to be an eyeful. The hilt is tasteless but fairly comfortable.;这种外观就是为了吸引注意，剑柄外形没有什么品位，但是手感很好。;Geschaffen, um ein Augenschmaus zu sein. Der Griff ist geschmacklos, aber ziemlich bequem.;;;;Stworzony by był lekki. Rękojeść jest brzydka ale bardzo przyjemna w trzymaniu.
Guard Broadsword;Когда-то такими клинками были вооружены телохранители короля Этберта. После смерти монарха несколько мечей выкрали из королевского арсенала.;Long ago, King Etbert's bodyguards used to carry these swords. After the monarch's death a number of them was stolen from the royal arsenal.;这些大剑很久之前属于艾斯伯特国王的护卫，国王驾崩之后，原本存放在皇家军械库，后来许多把不翼而飞。;Vor langer Zeit trugen die Leibwächter von König Etbert diese Schwerter. Nach dem Tod des Monarchen wurde eine Reihe von ihnen aus dem königlichen Arsenal gestohlen.;;;;Dawno temu, strażnicy przyboczni Króla Etberta mieli zwyczaj nosić te miecze. Po latach od śmierci monarchy kilka z nich zostało skradzionych z królewskiego arsenału.
Ancient Scimitar;Этому мечу по меньшей мере пять сотен лет, однако поразительным образом он всё так же остёр.;This sword is at least five centuries old but somehow it still keeps its edge.;这把弯刀至少已有五百年了，然而直至今日依旧锋利。;Dieses Schwert ist mindestens fünf Jahrhunderte alt, aber irgendwie hat es immer noch Schärfe.;;;;Ten miecz liczy sobie kilka stuleci, jednak mimo to wciąż jest ostry.
Relict Blade;Выкован великими мастерами прошлого в незапамятные времена. Его возраст исчисляется веками.;Forged by master smiths in times immemorial. Its age is counted in centuries.;这把剑由上古时代的巧匠铸成，至今应该已有千百年之久。;Von Schmiedemeistern in früheren Zeiten geschmiedet. Sein Alter wird in Jahrhunderten gezählt.;;;;Wykuty przez mistrżów kowalstwa w dawno zapomnianych czasach. Wiek tego przedmiotu liczony jest w wiekach.
Royal Sword;Этот меч - из личного арсенала самого короля Этберта. Вполне возможно, что именно им он некогда и объединил весь Альдор.;This sword comes from the arsenal of King Etbert himself. Perhaps it may be the one which helped unite Aldor.;这把剑原本属于艾斯伯特国王，国王征战南北，统一奥尔多的时候，配的或许就是它。;Dieses Schwert stammt aus dem Arsenal von König Etbert selbst. Vielleicht ist es das Schwert, das die Vereinigung von Aldor ermöglichte.;;;;Ten miecz pochjodzi z arsenału samego Króla Etberta. Możłiwe, że jeden z nich niegdyś pomógł zjednoczyć Aldor.
Arna Sword;Лезвие меча украшает едва видная от времени дарственная надпись. Сейчас из неё нельзя разобрать ни слова - но Арна и так знает её наизусть. ;The blade is decorated with an inscription, faded by time. The words are no longer decipherable, but Arna already knows them by heart.;剑身刻有一些文字，虽然已经无法辨认，但是阿娜早已烂熟于心。;Die Klinge ist mit einer durch die Zeit verblassten Inschrift verziert. Die Worte sind nicht mehr zu entziffern, aber Arna kennt sie bereits auswendig.;;;;Ostrze jest udekorowane inskrypcją, rozmytą z upływem czasu. Słów nie da się już rozczytać, jednak Arna zna je doskonale i trzyma w swoim sercu.
;;;;;;;;
Cammock;Этот посох настолько иссох, что уже мало на что годен.;This staff is so withered that it's hard to think of any use for it.;一根干木棍，能有什么用？;Dieser Stab ist so vertrocknet, dass es schwierig ist, an eine Verwendung dafür zu denken.;;;;Ta laska jest już tak przetarta, że ciężko wyobrazić sobie użytek z niej.
Travelling Staff;С таким любая дорога кажется легче.;Staffs like these make every journey easier.;出门在外有这么一根手杖，路上就会容易一些。;Stäbe wie diese erleichtern jede Reise.;;;;Laski tego typu sprawiają, że każda podróż jest prostsza.
Healer Staff;Говорят, будто альдорские знахари по-особому заговаривают свои посохи, наделяя их свойством исцелять раны и болезни.;There are rumors that healers of Aldor place special enchantments on their staffs, granting them an ability to mend wounds and cure diseases.;据说奥尔多的治疗师会在长杖上附加特别的魔力，借此治病救人。;Es gibt Gerüchte, dass die Heiler von Aldor ihre Stäbe mit besonderen Verzauberungen versehen, die ihnen die Fähigkeit verleihen, Wunden zu schließen und Krankheiten zu heilen.;;;;Chodzą plotki mówiące, że uzdrawiacze w Aldor umieszczają specjalne zaklęcia w swoich laskach, dając im moc uleczenia ran i trucizn.
Conjurer Staff;Потемневшая от времени ветвь, украшенная лоскутами ткани и странными зарубками - только глядя на неё, чувствуешь смутную тревогу.;A tree branch, darkened from age. It's decorated with pieces of cloth and strange etchings - a single glance at it is all it takes to feel a deep-seated anxiety.;一根树枝，颜色因为年代久远而有些深沉。长杖上有几块布，还刻了一些奇怪图纹。只要看一眼，你的内心深处就会涌出一阵烦躁和焦虑。;Ein Baumzweig, vom Alter geschwärzt. Er ist mit Stoffstücken und seltsamen Gravuren verziert - ein einziger Blick darauf genügt, um eine tief sitzende Angst zu empfinden.;;;;Kawał drzewa, ściemniony przez czas. Jest udekorowany kawałkami szmat i dziwnymi nacięciami - prosty rzut oka na ten przedmiot daje wrażenie bijącej od niego długo zasiedzianej samotności.
Goblin Staff;Символ власти и могущества гоблинских шаманов. Крестьяне верят, что такими посохами гоблины насылают мор на скот.;A symbol of power and authority wielded by goblin shamans. Peasants believe that goblins use these staffs to send plague upon cattle.;权力和威严的象征，多见哥布林萨满使用。农民认为家牛之患病，罪魁祸首就是这些哥布林和这种长杖。;Ein Symbol der Macht und Autorität, das von Kobold-Schamanen getragen wird. Die Bauern glauben, dass die Goblins diese Stäbe benutzen, um die Pest auf das Vieh zu übertragen.;;;;Symbol mocy i władzy noszony przez goblińskich szamanów. Wieśniacy wierzą, że gobliny używają tych lasek do zsyłania plag na woły i krowy.
Pilgrim Staff;Надёжный спутник в затяжных странствиях к святым местам.;A trusty companion for long travels between holy sites.;圣徒长途跋涉朝拜圣地途中，最需要这样一根长杖。;Ein treuer Begleiter für lange Reisen zwischen heiligen Stätten.;;;;Wierny towarzysz w długich podróżach pomiędzy świętymi miejscami.
Reinforced Staff;Если навостриться, тяжёлым набалдашником этого посоха можно хорошенько отходить не самого расторопного разбойника.;If you get the hang of using the heavy knob on top of this staff, you should be able to beat the living daylights out of a clumsy brigand with it.;你如果知道怎么运用这根长杖顶端的这个东西了，你应该就能把笨手笨脚的土匪打得落花流水了。;Wenn du es schaffst, den schweren Knauf oben auf diesem Stab zu benutzen, solltest du in der Lage sein, das Leben aus einem ungeschickten Banditen damit herauszuprügeln.;;;;Jeżeli tylko nauczysz się używać ciężkiej główki na czubku tej laski, powinieneś dać radę wypędzić całe życie w świetle dnia z jakiegoś niezbyt rozgarniętego bandyty.
Monk Staff;Про альдорских монахов ходит множество слухов. Говорят, будто в их посохах заключено благословение смаого Сонма.;Aldorian monks are shrouded in rumors. It's said that their staffs carry the blessing of the Host.;奥尔多的僧侣十分神秘，许多事情不为人知，例如他们的长杖-----据说得到了主的佑护。;Die aldorianischen Mönche sind von Gerüchten umgeben. Man sagt, dass ihre Stäbe den Segen der Hostie tragen.;;;;Wokół aldoriańskich mnichów narosła masa najróżniejszych wierzeń. Mówi się, że laski jakie noszą sa pobłogosławione przez samego Gospodarza.
Metallic Staff;Несмотря на массивный вид, этот стальной посох необычайно лёгок - и к тому же отлично проводит магию. ;Despite its formidable appearance, this staff is surprisingly light. It's also a great conductor for magic energies.;这个长杖尽管看起来很沉，但是其实非常轻巧，而且可以很好地传到魔法能量。;Trotz seiner beeindruckenden Erscheinung ist dieser Stab überraschend leicht. Es ist auch ein großartiger Leiter für magische Energien.;;;;Mimo cięzkiego wyglądu, ta laska jest zaskakująco lekka. Jest również doskonałym przewodnikiem dla magicznej mocy.
Dwarven Staff;Набалдашник в виде головы морского левиафана вырезан настолько искусно, что кажется, будто он вот-вот начнёт изрыгать пламя.;The elaborate headpiece in the form of a sea leviathan is carved so intricately, that it seems like it may start spewing flames at any moment.;手杖顶端形似海底巨兽，雕刻十分精致，似乎马上就会喷出火焰。;Das kunstvolle Kopfstück in Form eines Meeresleviathans ist so aufwändig geschnitzt, dass es jeden Moment damit beginnen könnte, Flammen zu speien.;;;;Przepiękna głownia w formie morskiego lewiatana jest wyryta tak dokładnie, że można odnieść wrażenie jakby miał zaraz pluć ogniem.
Tribal Staff;Незамысловато украшенный посох народов Леса. Таким можно усилить несложное заклинание.;A plainly decorated staff of the Forest folk. It can be used to empower a simple spell.;森林部落的长杖，装饰朴实，可以释放简单的法术。;Ein einfach verzierter Stab der Waldbewohner. Er kann verwendet werden, um einen einfachen Zauberspruch zu wirken.;;;;Delikatnie zdobiona laska ludów zamieszkujących lasy. Może zostać użyta, by wzmocnić proste czary.
Skadian Staff;Далёкая Скадия славится своими могущественными чародеями-волхвами. Этот посох, должно быть, проделал долгий путь...;Distant Skadia is known for its powerful warlocks. This staff must have traveled a long way...;斯卡迪亚距离奥尔多很远，那里的术士十分强大，这根长杖肯定费了不少周折，才到了这里……;Das ferne Skadia ist für seine mächtigen Hexenmeister bekannt. Dieser Stab muss eine lange Reise hinter sich haben...;;;;Odległa Skadia jest znana ze swoich potężnych czarnoksiężników. Ta laska musiała przebyć dłuuugą drogę...
Witch Staff;У посохов ведьм два главных свойства: поддерживать жизнь в своей хозяйке и накладывать страшнейшие порчи.;Witch staffs have two primary purposes: to sustain the life of their masters and to cast the most brutal of hexes.;女巫长杖一般有两个用处，一个是维系长杖主人的生命，一个是施放最凶残的诅咒。;Hexenstäbe haben zwei Hauptzwecke: das Leben ihrer Meister zu erhalten und die brutalsten Verhexungen auszuüben.;;;;Laski wiedźm służą do dwóch głównych rzeczy: by utrzymać wiedźmę przy życiu oraz do rzucania najbardziej brutalnych czarów.
Exquisite Staff;Скорйй всего этот посох заказал некий альдорский вельможа, ударившийся в мистику и оккультизм. Обычное дело для пресыщенных жизнью;This staff was most likely crafted for some Aldorian official, who decided to try themselves in mysticism and occult. A common occurrence among those who are jaded with life.;很有可能是奥尔多哪个当官的想尝试一下秘教和玄学，才订制了这根长杖。有些人已经无法从生活中得到满足，往往就会接触这种东西。;Dieser Stab wurde höchstwahrscheinlich für einige aldorianische Beamte angefertigt, die sich in Mystik und Okkultismus versuchen wollten. Eine häufige Erscheinung unter denen, die vom Leben abgestumpft sind.;;;;Ta laska została stworzona niemal na pewno dla jakiegoś aldoriańskiego władcy, który spróbował na sobie odrobiny mistycyzmu i okultyzmu. Typowe zjawisko dla tych, którzy mają za dużo od życia.
